web-scraper-order,web-scraper-start-url,movies,
"1525943565-18817","https://bechdeltest.com/?list=all","And if we all live together","null"
"1525943565-22201","https://bechdeltest.com/?list=all","The Lion King","null"
"1525943565-18972","https://bechdeltest.com/?list=all","Killer Elite","null"
"1525943565-22950","https://bechdeltest.com/?list=all","Flashdance","null"
"1525943565-17593","https://bechdeltest.com/?list=all","Pixels","null"
"1525943565-18031","https://bechdeltest.com/?list=all","Wicked Blood","null"
"1525943565-20808","https://bechdeltest.com/?list=all","Crimes of Fashion","null"
"1525943565-24333","https://bechdeltest.com/?list=all","42nd Street","null"
"1525943565-21869","https://bechdeltest.com/?list=all","Good Will Hunting","null"
"1525943565-20626","https://bechdeltest.com/?list=all","Frágiles (Fragile)","null"
"1525943565-22601","https://bechdeltest.com/?list=all","The Seventh Continent","null"
"1525943565-23710","https://bechdeltest.com/?list=all","The Beast of Yucca Flats","null"
"1525943565-21227","https://bechdeltest.com/?list=all","Spirit: Stallion of the Cimarron","null"
"1525943565-17773","https://bechdeltest.com/?list=all","Eat with Me","null"
"1525943565-21288","https://bechdeltest.com/?list=all","Charlotte Gray","null"
"1525943565-20733","https://bechdeltest.com/?list=all","Thank You for Smoking","null"
"1525943565-22110","https://bechdeltest.com/?list=all","Mimi wo sumaseba (Whisper of the Heart)","null"
"1525943565-17869","https://bechdeltest.com/?list=all","The Last Five Years","null"
"1525943565-22310","https://bechdeltest.com/?list=all","Rising Sun","null"
"1525943565-21292","https://bechdeltest.com/?list=all","Dagon","null"
"1525943565-19456","https://bechdeltest.com/?list=all","Une vie de chat","null"
"1525943565-21430","https://bechdeltest.com/?list=all","Amores Perros","null"
"1525943565-22911","https://bechdeltest.com/?list=all","The Natural","null"
"1525943565-17685","https://bechdeltest.com/?list=all","5 Flights Up","null"
"1525943565-20524","https://bechdeltest.com/?list=all","Slither","null"
"1525943565-19480","https://bechdeltest.com/?list=all","Yogi Bear","null"
"1525943565-19728","https://bechdeltest.com/?list=all","Paper Heart","null"
"1525943565-23632","https://bechdeltest.com/?list=all","Red Desert","null"
"1525943565-18205","https://bechdeltest.com/?list=all","Hannas Reise","null"
"1525943565-18361","https://bechdeltest.com/?list=all","RWBY","null"
"1525943565-21731","https://bechdeltest.com/?list=all","Godzilla","null"
"1525943565-18014","https://bechdeltest.com/?list=all","Unbroken","null"
"1525943565-17362","https://bechdeltest.com/?list=all","Under The Shadow","null"
"1525943565-18687","https://bechdeltest.com/?list=all","Project X","null"
"1525943565-18742","https://bechdeltest.com/?list=all","Supporting Characters","null"
"1525943565-20918","https://bechdeltest.com/?list=all","Sky Captain and the World of Tomorrow","null"
"1525943565-20318","https://bechdeltest.com/?list=all","[Rec]","null"
"1525943565-21679","https://bechdeltest.com/?list=all","Todo sobre mi madre (All About My Mother)","null"
"1525943565-19167","https://bechdeltest.com/?list=all","Another Year","null"
"1525943565-20721","https://bechdeltest.com/?list=all","The Skeleton Key","null"
"1525943565-17294","https://bechdeltest.com/?list=all","Nocturnal Animals","null"
"1525943565-18011","https://bechdeltest.com/?list=all","Two Days, One NIght","null"
"1525943565-20969","https://bechdeltest.com/?list=all","Charlie's Angels: Full Throttle","null"
"1525943565-18897","https://bechdeltest.com/?list=all","Faust","null"
"1525943565-21884","https://bechdeltest.com/?list=all","La vita è bella","null"
"1525943565-19539","https://bechdeltest.com/?list=all","Bring It On: Fight to the Finish","null"
"1525943565-18164","https://bechdeltest.com/?list=all","Exit Marrakech","null"
"1525943565-18924","https://bechdeltest.com/?list=all","The Hangover Part 2","null"
"1525943565-19319","https://bechdeltest.com/?list=all","La tete en friche","null"
"1525943565-22683","https://bechdeltest.com/?list=all","A Nightmare on Elm Street 3: Dream Warriors","null"
"1525943565-22277","https://bechdeltest.com/?list=all","Groundhog Day","null"
"1525943565-19446","https://bechdeltest.com/?list=all","Triple Dog","null"
"1525943565-17286","https://bechdeltest.com/?list=all","My Life as a Zucchini","null"
"1525943565-21352","https://bechdeltest.com/?list=all","Lost and Delirious","null"
"1525943565-22787","https://bechdeltest.com/?list=all","The Name Of The Rose","null"
"1525943565-18805","https://bechdeltest.com/?list=all","The Adventures of Tintin","null"
"1525943565-18872","https://bechdeltest.com/?list=all","Damsels in Distress","null"
"1525943565-18162","https://bechdeltest.com/?list=all","Europa Report","null"
"1525943565-24066","https://bechdeltest.com/?list=all","The Dark Corner","null"
"1525943565-20621","https://bechdeltest.com/?list=all","Final Fantasy VII: Advent Children","null"
"1525943565-17008","https://bechdeltest.com/?list=all","King Arthur","null"
"1525943565-18215","https://bechdeltest.com/?list=all","The Hit Girl","null"
"1525943565-23371","https://bechdeltest.com/?list=all","Solyaris","null"
"1525943565-19275","https://bechdeltest.com/?list=all","Gunless","null"
"1525943565-20751","https://bechdeltest.com/?list=all","Wedding Crashers","null"
"1525943565-19067","https://bechdeltest.com/?list=all","Shame","null"
"1525943565-21793","https://bechdeltest.com/?list=all","Small Soldiers","null"
"1525943565-21563","https://bechdeltest.com/?list=all","The Whole Nine Yards","null"
"1525943565-22673","https://bechdeltest.com/?list=all","Two Moon Junction","null"
"1525943565-19024","https://bechdeltest.com/?list=all","Once upon a time in Anatolia","null"
"1525943565-17111","https://bechdeltest.com/?list=all","A Cure for Wellness","null"
"1525943565-22422","https://bechdeltest.com/?list=all","Dick Tracy","null"
"1525943565-24465","https://bechdeltest.com/?list=all","The Silent Command","null"
"1525943565-23051","https://bechdeltest.com/?list=all","Happy Birthday to Me","null"
"1525943565-20978","https://bechdeltest.com/?list=all","De grønne slagtere ('Green Butchers')","null"
"1525943565-19127","https://bechdeltest.com/?list=all","What's Your Number","null"
"1525943565-23881","https://bechdeltest.com/?list=all","Guys and Dolls","null"
"1525943565-17456","https://bechdeltest.com/?list=all","Embers","null"
"1525943565-21314","https://bechdeltest.com/?list=all","Hannibal","null"
"1525943565-21948","https://bechdeltest.com/?list=all","The Crucible","null"
"1525943565-22824","https://bechdeltest.com/?list=all","Commando","null"
"1525943565-21108","https://bechdeltest.com/?list=all","Amen.","null"
"1525943565-17171","https://bechdeltest.com/?list=all","Die letzte Sau","null"
"1525943565-23112","https://bechdeltest.com/?list=all","Superman II","null"
"1525943565-21541","https://bechdeltest.com/?list=all","Sordid Lives","null"
"1525943565-17460","https://bechdeltest.com/?list=all","Equals","null"
"1525943565-19119","https://bechdeltest.com/?list=all","Wake Wood","null"
"1525943565-21828","https://bechdeltest.com/?list=all","Anastasia","null"
"1525943565-22675","https://bechdeltest.com/?list=all","Willow","null"
"1525943565-21134","https://bechdeltest.com/?list=all","The Dangerous Lives of Altar Boys","null"
"1525943565-18678","https://bechdeltest.com/?list=all","The Perks of Being a Wallflower","null"
"1525943565-23010","https://bechdeltest.com/?list=all","The Last Unicorn","null"
"1525943565-17167","https://bechdeltest.com/?list=all","Deepwater Horizon","null"
"1525943565-20963","https://bechdeltest.com/?list=all","Brother Bear","null"
"1525943565-19164","https://bechdeltest.com/?list=all","An Invisible Sign","null"
"1525943565-21708","https://bechdeltest.com/?list=all","Bride of Chucky","null"
"1525943565-18231","https://bechdeltest.com/?list=all","In a World...","null"
"1525943565-21452","https://bechdeltest.com/?list=all","Charlie's Angels","null"
"1525943565-20128","https://bechdeltest.com/?list=all","Cleaner","null"
"1525943565-20807","https://bechdeltest.com/?list=all","Creep","null"
"1525943565-23692","https://bechdeltest.com/?list=all","La Jetee","null"
"1525943565-17005","https://bechdeltest.com/?list=all","Justice League","null"
"1525943565-19016","https://bechdeltest.com/?list=all","The Muppets","null"
"1525943565-23288","https://bechdeltest.com/?list=all","The Godfather: Part II","null"
"1525943565-19120","https://bechdeltest.com/?list=all","War Horse","null"
"1525943565-23018","https://bechdeltest.com/?list=all","Rocky III","null"
"1525943565-18072","https://bechdeltest.com/?list=all","American Hustle","null"
"1525943565-17144","https://bechdeltest.com/?list=all","The Boss","null"
"1525943565-24422","https://bechdeltest.com/?list=all","The Racket","null"
"1525943565-18624","https://bechdeltest.com/?list=all","L'enfant d'en haut","null"
"1525943565-19800","https://bechdeltest.com/?list=all","Watchmen","null"
"1525943565-23976","https://bechdeltest.com/?list=all","The African Queen","null"
"1525943565-18347","https://bechdeltest.com/?list=all","The Punk Singer","null"
"1525943565-23670","https://bechdeltest.com/?list=all","Summer Magic","null"
"1525943565-19095","https://bechdeltest.com/?list=all","Thespians","null"
"1525943565-23365","https://bechdeltest.com/?list=all","Pink Flamingos","null"
"1525943565-19701","https://bechdeltest.com/?list=all","Monsters vs Aliens","null"
"1525943565-23618","https://bechdeltest.com/?list=all","The Gospel According to St. Matthew","null"
"1525943565-20235","https://bechdeltest.com/?list=all","Ninas Mal","null"
"1525943565-17591","https://bechdeltest.com/?list=all","The Phoenix Project","null"
"1525943565-17373","https://bechdeltest.com/?list=all","Wiener-Dog","null"
"1525943565-19511","https://bechdeltest.com/?list=all","Amelia","null"
"1525943565-22549","https://bechdeltest.com/?list=all","Where the Heart Is","null"
"1525943565-22899","https://bechdeltest.com/?list=all","Godzilla 1985","null"
"1525943565-23586","https://bechdeltest.com/?list=all","The Flight of the Phoenix","null"
"1525943565-18136","https://bechdeltest.com/?list=all","Dark Skies","null"
"1525943565-17441","https://bechdeltest.com/?list=all","The Danish Girl","null"
"1525943565-24294","https://bechdeltest.com/?list=all","The Petrified Forest","null"
"1525943565-22586","https://bechdeltest.com/?list=all","Licence to Kill","null"
"1525943565-21277","https://bechdeltest.com/?list=all","Atlantis: The Lost Empire","null"
"1525943565-22843","https://bechdeltest.com/?list=all","La Negrita: the Miracle of Our Lady of Los Angeles","null"
"1525943565-19750","https://bechdeltest.com/?list=all","The Secret in Their Eyes","null"
"1525943565-23503","https://bechdeltest.com/?list=all","Up the Junction","null"
"1525943565-18213","https://bechdeltest.com/?list=all","Hemlock Grove","null"
"1525943565-20091","https://bechdeltest.com/?list=all","Appleseed Saga: Ex Machina","null"
"1525943565-21005","https://bechdeltest.com/?list=all","House of 1000 Corpses","null"
"1525943565-22018","https://bechdeltest.com/?list=all","Secrets & Lies","null"
"1525943565-19139","https://bechdeltest.com/?list=all","You Instead","null"
"1525943565-21213","https://bechdeltest.com/?list=all","Ripley's Game","null"
"1525943565-24007","https://bechdeltest.com/?list=all","Summer Stock","null"
"1525943565-23824","https://bechdeltest.com/?list=all","Funny Face","null"
"1525943565-23447","https://bechdeltest.com/?list=all","Waterloo","null"
"1525943565-22560","https://bechdeltest.com/?list=all","Born on the Fourth of July","null"
"1525943565-19414","https://bechdeltest.com/?list=all","Somewhere","null"
"1525943565-22624","https://bechdeltest.com/?list=all","Another Woman","null"
"1525943565-24003","https://bechdeltest.com/?list=all","Orpheus","null"
"1525943565-18914","https://bechdeltest.com/?list=all","Girl Walks Into a Bar","null"
"1525943565-16949","https://bechdeltest.com/?list=all","Creep 2","null"
"1525943565-21856","https://bechdeltest.com/?list=all","Fierce Creatures","null"
"1525943565-19500","https://bechdeltest.com/?list=all","Adam","null"
"1525943565-17000","https://bechdeltest.com/?list=all","It Comes at Night","null"
"1525943565-23353","https://bechdeltest.com/?list=all","Deliverance","null"
"1525943565-21764","https://bechdeltest.com/?list=all","Pecker","null"
"1525943565-24206","https://bechdeltest.com/?list=all","Pride and Prejudice","null"
"1525943565-23472","https://bechdeltest.com/?list=all","Women in Love","null"
"1525943565-23223","https://bechdeltest.com/?list=all","The Little Girl Who Lives Down the Lane","null"
"1525943565-20481","https://bechdeltest.com/?list=all","Notes on a Scandal","null"
"1525943565-23120","https://bechdeltest.com/?list=all","The Bell Jar","null"
"1525943565-22941","https://bechdeltest.com/?list=all","Born in Flames","null"
"1525943565-20893","https://bechdeltest.com/?list=all","The Polar Express","null"
"1525943565-22235","https://bechdeltest.com/?list=all","The Swan Princess","null"
"1525943565-18147","https://bechdeltest.com/?list=all","Don Jon","null"
"1525943565-19007","https://bechdeltest.com/?list=all","Mission: Impossible - Ghost Protocol","null"
"1525943565-23104","https://bechdeltest.com/?list=all","Ordinary People","null"
"1525943565-18838","https://bechdeltest.com/?list=all","The Best Exotic Marigold Hotel","null"
"1525943565-20899","https://bechdeltest.com/?list=all","Raise Your Voice","null"
"1525943565-24249","https://bechdeltest.com/?list=all","Bringing Up Baby","null"
"1525943565-21977","https://bechdeltest.com/?list=all","Hard Eight","null"
"1525943565-21865","https://bechdeltest.com/?list=all","The Game","null"
"1525943565-22242","https://bechdeltest.com/?list=all","Wrony","null"
"1525943565-21234","https://bechdeltest.com/?list=all","The Sweetest Thing","null"
"1525943565-17357","https://bechdeltest.com/?list=all","Trolls","null"
"1525943565-20509","https://bechdeltest.com/?list=all","Rainbow Song","null"
"1525943565-21459","https://bechdeltest.com/?list=all","Dancing at the Blue Iguana","null"
"1525943565-19255","https://bechdeltest.com/?list=all","Feeding Frenzy","null"
"1525943565-21645","https://bechdeltest.com/?list=all","New Waterford Girl","null"
"1525943565-18431","https://bechdeltest.com/?list=all","Words and Pictures","null"
"1525943565-20200","https://bechdeltest.com/?list=all","The King of Kong: A Fistful of Quarters","null"
"1525943565-23264","https://bechdeltest.com/?list=all","Salò o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]","null"
"1525943565-19875","https://bechdeltest.com/?list=all","Day of the Dead","null"
"1525943565-22128","https://bechdeltest.com/?list=all","Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream","null"
"1525943565-23757","https://bechdeltest.com/?list=all","The Truth","null"
"1525943565-23491","https://bechdeltest.com/?list=all","The Killing of Sister George","null"
"1525943565-18983","https://bechdeltest.com/?list=all","Le Skylab","null"
"1525943565-22572","https://bechdeltest.com/?list=all","Field of Dreams","null"
"1525943565-23457","https://bechdeltest.com/?list=all","Hello, Dolly!","null"
"1525943565-23094","https://bechdeltest.com/?list=all","The King and the Mockingbird","null"
"1525943565-23580","https://bechdeltest.com/?list=all","Bunny Lake Is Missing","null"
"1525943565-21629","https://bechdeltest.com/?list=all","The Iron Giant","null"
"1525943565-22770","https://bechdeltest.com/?list=all","The Great Mouse Detective","null"
"1525943565-21160","https://bechdeltest.com/?list=all","High Crimes","null"
"1525943565-20462","https://bechdeltest.com/?list=all","London To Brighton","null"
"1525943565-22193","https://bechdeltest.com/?list=all","It's Pat","null"
"1525943565-20981","https://bechdeltest.com/?list=all","Distant Lights (Lichter)","null"
"1525943565-17592","https://bechdeltest.com/?list=all","Pitch Perfect 2","null"
"1525943565-22539","https://bechdeltest.com/?list=all","RoboCop 2","null"
"1525943565-24063","https://bechdeltest.com/?list=all","The Best Years of Our Lives","null"
"1525943565-19347","https://bechdeltest.com/?list=all","Morning Glory","null"
"1525943565-19698","https://bechdeltest.com/?list=all","Micmacs (Micmacs à tire-larigot)","null"
"1525943565-22751","https://bechdeltest.com/?list=all","Aliens","null"
"1525943565-19751","https://bechdeltest.com/?list=all","The Secret of Kells","null"
"1525943565-18155","https://bechdeltest.com/?list=all","Elysium","null"
"1525943565-18626","https://bechdeltest.com/?list=all","Lake Effects","null"
"1525943565-17281","https://bechdeltest.com/?list=all","Moonlight","null"
"1525943565-18360","https://bechdeltest.com/?list=all","Rush","null"
"1525943565-16972","https://bechdeltest.com/?list=all","Felicite","null"
"1525943565-19540","https://bechdeltest.com/?list=all","Broken Embraces","null"
"1525943565-17998","https://bechdeltest.com/?list=all","Thegidi","null"
"1525943565-22501","https://bechdeltest.com/?list=all","Dragon Ball Z: The Movie - The Tree of Might","null"
"1525943565-19042","https://bechdeltest.com/?list=all","The Princess and the Pony","null"
"1525943565-20217","https://bechdeltest.com/?list=all","Lynch","null"
"1525943565-19194","https://bechdeltest.com/?list=all","Cairo 678","null"
"1525943565-20712","https://bechdeltest.com/?list=all","Rumor Has It...","null"
"1525943565-17858","https://bechdeltest.com/?list=all","Ju-on: Owari no hajimari","null"
"1525943565-20923","https://bechdeltest.com/?list=all","The Spirit of Jeet Kune Do","null"
"1525943565-23340","https://bechdeltest.com/?list=all","The Wicker Man","null"
"1525943565-18648","https://bechdeltest.com/?list=all","Men in Black III","null"
"1525943565-21355","https://bechdeltest.com/?list=all","The Majestic","null"
"1525943565-21341","https://bechdeltest.com/?list=all","Kissing Jessica Stein","null"
"1525943565-19241","https://bechdeltest.com/?list=all","El dios de madera","null"
"1525943565-18862","https://bechdeltest.com/?list=all","Combat Girls","null"
"1525943565-21256","https://bechdeltest.com/?list=all","White Oleander","null"
"1525943565-20337","https://bechdeltest.com/?list=all","Accepted","null"
"1525943565-20199","https://bechdeltest.com/?list=all","King of California","null"
"1525943565-17809","https://bechdeltest.com/?list=all","Gone Girl","null"
"1525943565-21159","https://bechdeltest.com/?list=all","Harry Potter and the Chamber of Secrets","null"
"1525943565-23032","https://bechdeltest.com/?list=all","...E tu vivrai nel terrore! L'aldila (The Beyond)","null"
"1525943565-19999","https://bechdeltest.com/?list=all","Princess: A Modern Fairtyale","null"
"1525943565-17992","https://bechdeltest.com/?list=all","Stretch","null"
"1525943565-21839","https://bechdeltest.com/?list=all","Chasing Amy","null"
"1525943565-21781","https://bechdeltest.com/?list=all","Rush Hour","null"
"1525943565-21901","https://bechdeltest.com/?list=all","Paradise Road","null"
"1525943565-18363","https://bechdeltest.com/?list=all","Safe Haven","null"
"1525943565-20714","https://bechdeltest.com/?list=all","Separate Lies","null"
"1525943565-21458","https://bechdeltest.com/?list=all","Dancer in the Dark","null"
"1525943565-23333","https://bechdeltest.com/?list=all","Robin Hood","null"
"1525943565-21616","https://bechdeltest.com/?list=all","For Love of the Game","null"
"1525943565-23351","https://bechdeltest.com/?list=all","The Dawns Here are Quiet","null"
"1525943565-23762","https://bechdeltest.com/?list=all","The 400 Blows","null"
"1525943565-24191","https://bechdeltest.com/?list=all","Boom Town","null"
"1525943565-24104","https://bechdeltest.com/?list=all","Thin Man Goes Home","null"
"1525943565-20596","https://bechdeltest.com/?list=all","Chicken Little","null"
"1525943565-18795","https://bechdeltest.com/?list=all","A Little Bit of Heaven","null"
"1525943565-20859","https://bechdeltest.com/?list=all","Lemony Snicket's A Series of Unfortunate Events","null"
"1525943565-20338","https://bechdeltest.com/?list=all","After the Wedding","null"
"1525943565-19263","https://bechdeltest.com/?list=all","The Four-Faced Liar","null"
"1525943565-16983","https://bechdeltest.com/?list=all","Gifted","null"
"1525943565-19235","https://bechdeltest.com/?list=all","Due Date","null"
"1525943565-22409","https://bechdeltest.com/?list=all","An American Tail: Fievel Goes West","null"
"1525943565-21113","https://bechdeltest.com/?list=all","Bang Bang You're Dead","null"
"1525943565-21943","https://bechdeltest.com/?list=all","Chain Reaction","null"
"1525943565-22252","https://bechdeltest.com/?list=all","Bhaji on the Beach","null"
"1525943565-22097","https://bechdeltest.com/?list=all","How to Make an American Quilt","null"
"1525943565-21200","https://bechdeltest.com/?list=all","Phone Booth","null"
"1525943565-23332","https://bechdeltest.com/?list=all","Payday","null"
"1525943565-21611","https://bechdeltest.com/?list=all","Eyes Wide Shut","null"
"1525943565-17511","https://bechdeltest.com/?list=all","Invisible Sister","null"
"1525943565-18787","https://bechdeltest.com/?list=all","11 Flowers","null"
"1525943565-19789","https://bechdeltest.com/?list=all","Undertow","null"
"1525943565-18728","https://bechdeltest.com/?list=all","Snow Queen","null"
"1525943565-23794","https://bechdeltest.com/?list=all","The Fabulous World of Jules Verne","null"
"1525943565-20842","https://bechdeltest.com/?list=all","House of D","null"
"1525943565-18054","https://bechdeltest.com/?list=all","42","null"
"1525943565-22668","https://bechdeltest.com/?list=all","Sticky Fingers","null"
"1525943565-23971","https://bechdeltest.com/?list=all","The Quiet Man","null"
"1525943565-19171","https://bechdeltest.com/?list=all","Band Baaja Barat","null"
"1525943565-24385","https://bechdeltest.com/?list=all","Mata Hari","null"
"1525943565-20423","https://bechdeltest.com/?list=all","The Gymnast","null"
"1525943565-21408","https://bechdeltest.com/?list=all","Tremors 3: Back to Perfection","null"
"1525943565-17269","https://bechdeltest.com/?list=all","Martyrs","null"
"1525943565-22596","https://bechdeltest.com/?list=all","Police Academy 6: City Under Siege","null"
"1525943565-17367","https://bechdeltest.com/?list=all","The Void","null"
"1525943565-20539","https://bechdeltest.com/?list=all","Tenacious D in the Pick of Destiny","null"
"1525943565-21942","https://bechdeltest.com/?list=all","The Cable Guy","null"
"1525943565-21551","https://bechdeltest.com/?list=all","Together","null"
"1525943565-21976","https://bechdeltest.com/?list=all","Hamlet","null"
"1525943565-21510","https://bechdeltest.com/?list=all","Mission to Mars","null"
"1525943565-21217","https://bechdeltest.com/?list=all","S1m0ne","null"
"1525943565-18900","https://bechdeltest.com/?list=all","Flypaper","null"
"1525943565-20943","https://bechdeltest.com/?list=all","White Chicks","null"
"1525943565-17569","https://bechdeltest.com/?list=all","Mission: Impossible - Rogue Nation","null"
"1525943565-18234","https://bechdeltest.com/?list=all","Inside Llewyn Davis","null"
"1525943565-19389","https://bechdeltest.com/?list=all","Restrepo","null"
"1525943565-17018","https://bechdeltest.com/?list=all","Logan Lucky","null"
"1525943565-17751","https://bechdeltest.com/?list=all","Cooties","null"
"1525943565-20957","https://bechdeltest.com/?list=all","The Barbarian Invasions","null"
"1525943565-23547","https://bechdeltest.com/?list=all","Cathy Come Home","null"
"1525943565-22056","https://bechdeltest.com/?list=all","Batman Forever","null"
"1525943565-22064","https://bechdeltest.com/?list=all","Casino","null"
"1525943565-23222","https://bechdeltest.com/?list=all","Les Douze Travaux d’Astérix (the Twelve Tasks of Asterix)","null"
"1525943565-23331","https://bechdeltest.com/?list=all","Papillon","null"
"1525943565-20896","https://bechdeltest.com/?list=all","The Princess Diaries 2: Royal Engagement","null"
"1525943565-24161","https://bechdeltest.com/?list=all","Son of Fury: The Story of Benjamin Blake","null"
"1525943565-23170","https://bechdeltest.com/?list=all","Quel maledetto treno blindato","null"
"1525943565-23566","https://bechdeltest.com/?list=all","La caza","null"
"1525943565-17466","https://bechdeltest.com/?list=all","Family Fang","null"
"1525943565-23396","https://bechdeltest.com/?list=all","Klute","null"
"1525943565-19432","https://bechdeltest.com/?list=all","Tekken","null"
"1525943565-20741","https://bechdeltest.com/?list=all","Twelve and Holding","null"
"1525943565-23204","https://bechdeltest.com/?list=all","Saturday Night Fever","null"
"1525943565-23074","https://bechdeltest.com/?list=all","Time Bandits","null"
"1525943565-22368","https://bechdeltest.com/?list=all","Hard Boiled","null"
"1525943565-20536","https://bechdeltest.com/?list=all","Take the Lead","null"
"1525943565-17596","https://bechdeltest.com/?list=all","Psychosis","null"
"1525943565-19852","https://bechdeltest.com/?list=all","Bronson","null"
"1525943565-17135","https://bechdeltest.com/?list=all","Batman: Return of the Caped Crusaders","null"
"1525943565-18127","https://bechdeltest.com/?list=all","The Conjuring","null"
"1525943565-20015","https://bechdeltest.com/?list=all","Séraphine","null"
"1525943565-23573","https://bechdeltest.com/?list=all","Tokyo Drifter","null"
"1525943565-23514","https://bechdeltest.com/?list=all","Daikaiju kuchusen: Gamera tai Gyaosu","null"
"1525943565-19890","https://bechdeltest.com/?list=all","Easy Virtue","null"
"1525943565-24519","https://bechdeltest.com/?list=all","Humorous Phases of Funny Faces","null"
"1525943565-17485","https://bechdeltest.com/?list=all","Grandma","null"
"1525943565-20628","https://bechdeltest.com/?list=all","Fun with Dick and Jane","null"
"1525943565-18356","https://bechdeltest.com/?list=all","Riddick","null"
"1525943565-23292","https://bechdeltest.com/?list=all","Je, tu, il, elle","null"
"1525943565-24115","https://bechdeltest.com/?list=all","Minstrel Man","null"
"1525943565-19678","https://bechdeltest.com/?list=all","The Limits of Control","null"
"1525943565-17610","https://bechdeltest.com/?list=all","Self/less","null"
"1525943565-22382","https://bechdeltest.com/?list=all","The Muppet Christmas Carol","null"
"1525943565-22279","https://bechdeltest.com/?list=all","Heart and Souls","null"
"1525943565-20295","https://bechdeltest.com/?list=all","Transmorphers","null"
"1525943565-20099","https://bechdeltest.com/?list=all","The Band's Visit","null"
"1525943565-24291","https://bechdeltest.com/?list=all","The Only Son","null"
"1525943565-22079","https://bechdeltest.com/?list=all","Dilwale Dulhania Le Jayenge","null"
"1525943565-21592","https://bechdeltest.com/?list=all","Blast from the Past","null"
"1525943565-22109","https://bechdeltest.com/?list=all","Mighty Morphin Power Rangers: The Movie","null"
"1525943565-19509","https://bechdeltest.com/?list=all","Aliens in the Attic","null"
"1525943565-19023","https://bechdeltest.com/?list=all","October Baby","null"
"1525943565-19762","https://bechdeltest.com/?list=all","Spring Breakdown","null"
"1525943565-21268","https://bechdeltest.com/?list=all","Amazons and Gladiators","null"
"1525943565-18661","https://bechdeltest.com/?list=all","The Odd Life of Timothy Green","null"
"1525943565-19089","https://bechdeltest.com/?list=all","The Sunset Limited","null"
"1525943565-22283","https://bechdeltest.com/?list=all","Homeward Bound: The Incredible Journey","null"
"1525943565-17415","https://bechdeltest.com/?list=all","Black Mass","null"
"1525943565-20945","https://bechdeltest.com/?list=all","Wimbledon","null"
"1525943565-19703","https://bechdeltest.com/?list=all","Mother and Child","null"
"1525943565-16978","https://bechdeltest.com/?list=all","Fun Mom Dinner","null"
"1525943565-19686","https://bechdeltest.com/?list=all","Love Takes Wing","null"
"1525943565-23876","https://bechdeltest.com/?list=all","The Dam Busters","null"
"1525943565-24328","https://bechdeltest.com/?list=all","Of Human Bondage","null"
"1525943565-24215","https://bechdeltest.com/?list=all","The Adventures of Sherlock Holmes","null"
"1525943565-20664","https://bechdeltest.com/?list=all","Kronk's New Groove","null"
"1525943565-23935","https://bechdeltest.com/?list=all","Calamity Jane","null"
"1525943565-18731","https://bechdeltest.com/?list=all","Sparkle","null"
"1525943565-20455","https://bechdeltest.com/?list=all","The Lake House","null"
"1525943565-24074","https://bechdeltest.com/?list=all","The Jolson Story","null"
"1525943565-23645","https://bechdeltest.com/?list=all","The Bakery Girl of Monceau","null"
"1525943565-23000","https://bechdeltest.com/?list=all","The Fits","null"
"1525943565-23675","https://bechdeltest.com/?list=all","X: The Man with the X-Ray Eyes","null"
"1525943565-23325","https://bechdeltest.com/?list=all","The Legend of Hell House","null"
"1525943565-19767","https://bechdeltest.com/?list=all","Suck","null"
"1525943565-24415","https://bechdeltest.com/?list=all","The Circus","null"
"1525943565-17162","https://bechdeltest.com/?list=all","Dad's Army","null"
"1525943565-21969","https://bechdeltest.com/?list=all","The Frighteners","null"
"1525943565-21843","https://bechdeltest.com/?list=all","Clover","null"
"1525943565-22542","https://bechdeltest.com/?list=all","Stella","null"
"1525943565-19339","https://bechdeltest.com/?list=all","Majorite opprimee","null"
"1525943565-18120","https://bechdeltest.com/?list=all","Closed Circuit","null"
"1525943565-24340","https://bechdeltest.com/?list=all","Footlight Parade","null"
"1525943565-21807","https://bechdeltest.com/?list=all","Trance (The Eternal)","null"
"1525943565-22876","https://bechdeltest.com/?list=all","Witness","null"
"1525943565-17276","https://bechdeltest.com/?list=all","Miss Sloane","null"
"1525943565-17298","https://bechdeltest.com/?list=all","Nowhere Boys: The Book of Shadows","null"
"1525943565-23878","https://bechdeltest.com/?list=all","The Fast and the Furious","null"
"1525943565-21144","https://bechdeltest.com/?list=all","Dragonfly","null"
"1525943565-17402","https://bechdeltest.com/?list=all","Avengers: Age of Ultron","null"
"1525943565-19739","https://bechdeltest.com/?list=all","Public Enemies","null"
"1525943565-19387","https://bechdeltest.com/?list=all","Repo Men","null"
"1525943565-23361","https://bechdeltest.com/?list=all","The Last House on the Left","null"
"1525943565-17019","https://bechdeltest.com/?list=all","Loving Vincent","null"
"1525943565-19649","https://bechdeltest.com/?list=all","The Imaginarium of Doctor Parnassus","null"
"1525943565-17758","https://bechdeltest.com/?list=all","Dark Was the Night","null"
"1525943565-22487","https://bechdeltest.com/?list=all","An Angel at My Table","null"
"1525943565-22854","https://bechdeltest.com/?list=all","Phenomena","null"
"1525943565-23835","https://bechdeltest.com/?list=all","The Prince and the Showgirl","null"
